gpu,dataset,algorithm,epochs,batch_size,raw_images,resolution_y,resolution_x,N,io_load_time_s,setup_time_s,task_setup_time_s,reconstruction_run_time_s,save_time_s,total_time_s,log_file,power_duration_s,power_avg_w,power_min_w,power_max_w,power_energy_j,power_samples,power_csv,input_pixels,io_stage_s,prep_stage_s,pre_recon_s,num_batches,warmup_epoch,flops_per_image_epoch,flops_per_image_epoch_gflops,total_recon_gflops,fit_reconstruction
MI300A,R2000,dm,4,1000,2000,64,64,64,3.404325,0.008509,0.141956,3.607489,0.0,7.163022,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/dm/e4_bs1000.log,7.0,99.5945945945946,80.0,213.0,683.3000000000001,37,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/dm/e4_bs1000_power.csv,8192000,3.404325,0.150465,3.55479,2,False,1474560.0,0.00147456,11.79648,True
MI300A,R2000,dm,6,1000,2000,64,64,64,3.448494,0.008832,0.114467,4.11377,0.0,7.686686,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/dm/e6_bs1000.log,7.4,105.74358974358974,80.0,216.0,778.3,39,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/dm/e6_bs1000_power.csv,8192000,3.448494,0.12329899999999999,3.571793,2,False,1474560.0,0.00147456,17.69472,True
MI300A,R2000,lsqml,1,1000,2000,64,64,64,3.405019,0.006656,0.142414,3.329077,0.0,6.883997,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/lsqml/e1_bs1000.log,6.6,91.11428571428571,80.0,150.0,599.2,35,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/lsqml/e1_bs1000_power.csv,8192000,3.405019,0.14907,3.554089,2,True,983040.0,0.00098304,1.96608,False
MI300A,R2000,lsqml,2,1000,2000,64,64,64,3.604268,0.006456,0.084572,3.553188,0.0,7.249287,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/lsqml/e2_bs1000.log,7.0,111.27027027027027,80.0,172.0,767.7,37,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/lsqml/e2_bs1000_power.csv,8192000,3.604268,0.091028,3.695296,2,False,983040.0,0.00098304,3.93216,True
MI300A,R2000,lsqml,4,1000,2000,64,64,64,3.431106,0.006689,0.135957,3.723677,0.0,7.298608,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/lsqml/e4_bs1000.log,7.0,105.35135135135135,80.0,173.0,728.4,37,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/lsqml/e4_bs1000_power.csv,8192000,3.431106,0.142646,3.5737520000000003,2,False,983040.0,0.00098304,7.86432,True
MI300A,R2000,lsqml,6,1000,2000,64,64,64,3.651744,0.006447,0.132088,3.803526,0.0,7.600316,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/lsqml/e6_bs1000.log,7.2,104.73684210526316,80.0,235.0,734.1000000000001,38,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/lsqml/e6_bs1000_power.csv,8192000,3.651744,0.13853500000000002,3.790279,2,False,983040.0,0.00098304,11.79648,True
MI300A,R2000,pie,1,1000,2000,64,64,64,3.745433,0.006569,0.135554,12.174154,0.0,16.06295,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/pie/e1_bs1000.log,15.6,142.25,80.0,180.0,2233.1,80,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/pie/e1_bs1000_power.csv,8192000,3.745433,0.142123,3.8875559999999996,2,True,819200.0,0.0008192,1.6384,False
MI300A,R2000,pie,2,1000,2000,64,64,64,3.642494,0.007152,0.133695,18.847464,0.0,22.631707,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/pie/e2_bs1000.log,22.21,152.34513274336283,80.0,180.0,3394.49,113,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/pie/e2_bs1000_power.csv,8192000,3.642494,0.140847,3.783341,2,False,819200.0,0.0008192,3.2768,True
MI300A,R2000,pie,4,1000,2000,64,64,64,3.411479,0.006606,0.075754,32.238525,0.0,35.733323,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/pie/e4_bs1000.log,35.61,163.05,80.0,186.0,5819.699999999999,180,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/pie/e4_bs1000_power.csv,8192000,3.411479,0.08236,3.493839,2,False,819200.0,0.0008192,6.5536,True
MI300A,R2000,pie,6,1000,2000,64,64,64,3.403818,0.006509,0.114844,46.594116,0.0,50.120066,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/pie/e6_bs1000.log,50.01,167.79365079365078,80.0,181.0,8408.19,252,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R2000/pie/e6_bs1000_power.csv,8192000,3.403818,0.121353,3.525171,2,False,819200.0,0.0008192,9.8304,True
MI300A,R4000,ad_ptycho,1,1000,4000,64,64,64,3.847659,0.006797,0.134199,3.523893,0.0,7.513761,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/ad_ptycho/e1_bs1000.log,7.0,103.70270270270271,80.0,168.0,719.3999999999999,37,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/ad_ptycho/e1_bs1000_power.csv,16384000,3.847659,0.140996,3.9886550000000005,4,True,1720320.0,0.00172032,6.88128,False
MI300A,R4000,ad_ptycho,2,1000,4000,64,64,64,4.058977,0.006446,0.078734,3.656627,0.0,7.801704,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/ad_ptycho/e2_bs1000.log,7.41,103.76923076923077,80.0,211.0,763.7,39,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/ad_ptycho/e2_bs1000_power.csv,16384000,4.058977,0.08518,4.144157,4,False,1720320.0,0.00172032,13.76256,True
MI300A,R4000,ad_ptycho,4,1000,4000,64,64,64,3.723354,0.006618,0.151669,3.903889,0.0,7.786322,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/ad_ptycho/e4_bs1000.log,7.41,107.12820512820512,80.0,222.0,779.4050000000001,39,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/ad_ptycho/e4_bs1000_power.csv,16384000,3.723354,0.158287,3.881641,4,False,1720320.0,0.00172032,27.52512,True
MI300A,R4000,ad_ptycho,6,1000,4000,64,64,64,3.766445,0.006562,0.138458,4.155204,0.0,8.067925,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/ad_ptycho/e6_bs1000.log,7.6,106.05,80.0,230.0,792.1,40,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/ad_ptycho/e6_bs1000_power.csv,16384000,3.766445,0.14502,3.911465,4,False,1720320.0,0.00172032,41.28768,True
MI300A,R4000,bh,1,1000,4000,64,64,64,3.49995,0.006841,0.07873,6.479207,0.0,10.065961,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/bh/e1_bs1000.log,9.81,93.6078431372549,80.0,178.0,908.3000000000001,51,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/bh/e1_bs1000_power.csv,16384000,3.49995,0.085571,3.5855210000000004,4,True,1146880.0,0.00114688,4.58752,False
MI300A,R4000,bh,2,1000,4000,64,64,64,3.487604,0.006936,0.10637,6.601964,0.0,10.203942,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/bh/e2_bs1000.log,10.0,110.92307692307692,80.0,189.0,1110.7,52,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/bh/e2_bs1000_power.csv,16384000,3.487604,0.113306,3.6009100000000003,4,False,1146880.0,0.00114688,9.17504,True
MI300A,R4000,bh,4,1000,4000,64,64,64,3.482934,0.006652,0.114456,6.872489,0.0,10.477347,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/bh/e4_bs1000.log,10.2,95.81132075471699,80.0,222.0,969.3999999999999,53,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/bh/e4_bs1000_power.csv,16384000,3.482934,0.12110800000000001,3.604042,4,False,1146880.0,0.00114688,18.35008,True
MI300A,R4000,bh,6,1000,4000,64,64,64,3.488855,0.00679,0.119283,7.232286,0.0,10.84799,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/bh/e6_bs1000.log,10.6,103.14545454545454,80.0,243.0,1076.6999999999998,55,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/bh/e6_bs1000_power.csv,16384000,3.488855,0.126073,3.614928,4,False,1146880.0,0.00114688,27.52512,True
MI300A,R4000,dm,1,1000,4000,64,64,64,3.497124,0.010451,0.127444,3.489925,0.0,7.126019,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/dm/e1_bs1000.log,7.0,104.4054054054054,80.0,192.0,719.4999999999999,37,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/dm/e1_bs1000_power.csv,16384000,3.497124,0.137895,3.6350190000000002,4,True,1474560.0,0.00147456,5.89824,False
MI300A,R4000,dm,2,1000,4000,64,64,64,3.471955,0.010222,0.143993,4.030466,0.0,7.657409,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/dm/e2_bs1000.log,7.4,103.66666666666667,80.0,183.0,766.3000000000001,39,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/dm/e2_bs1000_power.csv,16384000,3.471955,0.15421500000000002,3.62617,4,False,1474560.0,0.00147456,11.79648,True
MI300A,R4000,dm,4,1000,4000,64,64,64,3.776865,0.010414,0.13311,4.315552,0.0,8.236806,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/dm/e4_bs1000.log,8.0,103.5,80.0,220.0,813.8000000000001,42,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/dm/e4_bs1000_power.csv,16384000,3.776865,0.143524,3.9203889999999997,4,False,1474560.0,0.00147456,23.59296,True
MI300A,R4000,dm,6,1000,4000,64,64,64,3.51031,0.010603,0.11406,4.552349,0.0,8.188408,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/dm/e6_bs1000.log,8.0,108.35714285714286,80.0,230.0,853.0000000000001,42,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/dm/e6_bs1000_power.csv,16384000,3.51031,0.124663,3.634973,4,False,1474560.0,0.00147456,35.38944,True
MI300A,R4000,lsqml,1,1000,4000,64,64,64,3.52358,0.006526,0.078057,3.4401,0.0,7.049011,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/lsqml/e1_bs1000.log,6.81,99.52777777777777,80.0,181.0,674.9550000000002,36,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/lsqml/e1_bs1000_power.csv,16384000,3.52358,0.084583,3.608163,4,True,983040.0,0.00098304,3.93216,False
MI300A,R4000,lsqml,2,1000,4000,64,64,64,3.500992,0.006711,0.126561,3.75546,0.0,7.390574,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/lsqml/e2_bs1000.log,7.2,103.84210526315789,80.0,188.0,737.4000000000003,38,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/lsqml/e2_bs1000_power.csv,16384000,3.500992,0.133272,3.6342640000000004,4,False,983040.0,0.00098304,7.86432,True
MI300A,R4000,lsqml,4,1000,4000,64,64,64,3.74527,0.006754,0.13285,4.006714,0.0,7.892638,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/lsqml/e4_bs1000.log,7.41,106.05128205128206,80.0,219.0,771.9100000000001,39,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/lsqml/e4_bs1000_power.csv,16384000,3.74527,0.139604,3.884874,4,False,983040.0,0.00098304,15.72864,True
MI300A,R4000,lsqml,6,1000,4000,64,64,64,3.501156,0.007094,0.088149,4.29806,0.0,7.895247,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/lsqml/e6_bs1000.log,7.6,108.95,80.0,226.0,824.9999999999998,40,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/lsqml/e6_bs1000_power.csv,16384000,3.501156,0.09524300000000001,3.596399,4,False,983040.0,0.00098304,23.59296,True
MI300A,R4000,pie,1,1000,4000,64,64,64,3.505688,0.006644,0.140587,19.013959,0.0,22.668217,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/pie/e1_bs1000.log,22.41,152.85087719298247,80.0,185.0,3436.1949999999997,114,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/pie/e1_bs1000_power.csv,16384000,3.505688,0.147231,3.6529190000000002,4,True,819200.0,0.0008192,3.2768,False
MI300A,R4000,pie,2,1000,4000,64,64,64,3.989509,0.006466,0.146164,34.668011,0.0,38.81127,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/pie/e2_bs1000.log,38.01,163.36979166666666,80.0,185.0,6220.9,192,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/pie/e2_bs1000_power.csv,16384000,3.989509,0.15263,4.142139,4,False,819200.0,0.0008192,6.5536,True
MI300A,R4000,pie,4,1000,4000,64,64,64,3.99269,0.006464,0.132753,65.548794,0.0,69.681712,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/pie/e4_bs1000.log,69.22,171.11494252873564,80.0,192.0,11861.6,348,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/pie/e4_bs1000_power.csv,16384000,3.99269,0.139217,4.131907,4,False,819200.0,0.0008192,13.1072,True
MI300A,R4000,pie,6,1000,4000,64,64,64,3.730273,0.006782,0.143633,89.573563,0.0,93.455377,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/pie/e6_bs1000.log,93.22,174.09188034188034,80.0,191.0,16246.1,468,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R4000/pie/e6_bs1000_power.csv,16384000,3.730273,0.15041500000000002,3.8806879999999997,4,False,819200.0,0.0008192,19.6608,True
MI300A,R8000,ad_ptycho,1,1000,8000,64,64,64,3.712822,0.006823,0.085939,3.718373,0.0,7.525159,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/ad_ptycho/e1_bs1000.log,7.4,106.82051282051282,80.0,200.0,779.0,39,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/ad_ptycho/e1_bs1000_power.csv,32768000,3.712822,0.092762,3.805584,8,True,1720320.0,0.00172032,13.76256,False
MI300A,R8000,ad_ptycho,2,1000,8000,64,64,64,3.738629,0.006747,0.14031,3.981807,0.0,7.86838,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/ad_ptycho/e2_bs1000.log,7.6,105.275,80.0,201.0,790.3,40,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/ad_ptycho/e2_bs1000_power.csv,32768000,3.738629,0.147057,3.8856859999999998,8,False,1720320.0,0.00172032,27.52512,True
MI300A,R8000,ad_ptycho,4,1000,8000,64,64,64,3.898243,0.006684,0.079125,4.48195,0.0,8.466826,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/ad_ptycho/e4_bs1000.log,8.0,114.23809523809524,80.0,232.0,902.5000000000001,42,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/ad_ptycho/e4_bs1000_power.csv,32768000,3.898243,0.085809,3.9840519999999997,8,False,1720320.0,0.00172032,55.05024,True
MI300A,R8000,ad_ptycho,6,1000,8000,64,64,64,3.939318,0.006676,0.080794,5.019157,0.0,9.047071,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/ad_ptycho/e6_bs1000.log,8.6,123.31111111111112,80.0,235.0,1055.0,45,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/ad_ptycho/e6_bs1000_power.csv,32768000,3.939318,0.08747,4.026788,8,False,1720320.0,0.00172032,82.57536,True
MI300A,R8000,bh,1,1000,8000,64,64,64,3.684023,0.006687,0.128983,6.667825,0.0,10.488357,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/bh/e1_bs1000.log,10.2,98.75471698113208,80.0,195.0,1007.4999999999999,53,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/bh/e1_bs1000_power.csv,32768000,3.684023,0.13566999999999999,3.8196929999999996,8,True,1146880.0,0.00114688,9.17504,False
MI300A,R8000,bh,2,1000,8000,64,64,64,3.691671,0.006508,0.145034,6.923064,0.0,10.767503,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/bh/e2_bs1000.log,10.6,102.94545454545455,80.0,233.0,1074.6,55,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/bh/e2_bs1000_power.csv,32768000,3.691671,0.151542,3.843213,8,False,1146880.0,0.00114688,18.35008,True
MI300A,R8000,bh,4,1000,8000,64,64,64,3.675672,0.007037,0.096571,7.375797,0.0,11.156069,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/bh/e4_bs1000.log,11.0,107.57894736842105,80.0,249.0,1170.1000000000001,57,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/bh/e4_bs1000_power.csv,32768000,3.675672,0.103608,3.77928,8,False,1146880.0,0.00114688,36.70016,True
MI300A,R8000,bh,6,1000,8000,64,64,64,3.681046,0.006707,0.137211,7.812283,0.0,11.638084,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/bh/e6_bs1000.log,11.4,114.45762711864407,80.0,249.0,1292.1000000000001,59,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/bh/e6_bs1000_power.csv,32768000,3.681046,0.143918,3.824964,8,False,1146880.0,0.00114688,55.05024,True
MI300A,R8000,dm,1,1000,8000,64,64,64,3.927374,0.013965,0.0841,4.112092,0.0,8.138687,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/dm/e1_bs1000.log,8.0,103.07142857142857,80.0,204.0,810.3000000000002,42,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/dm/e1_bs1000_power.csv,32768000,3.927374,0.098065,4.0254389999999995,8,True,1474560.0,0.00147456,11.79648,False
MI300A,R8000,dm,2,1000,8000,64,64,64,4.143552,0.013478,0.082349,4.39511,0.0,8.63538,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/dm/e2_bs1000.log,8.2,99.32558139534883,80.0,198.0,812.3999999999999,43,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/dm/e2_bs1000_power.csv,32768000,4.143552,0.09582700000000001,4.239379,8,False,1474560.0,0.00147456,23.59296,True
MI300A,R8000,dm,4,1000,8000,64,64,64,3.687207,0.013207,0.131724,4.837754,0.0,8.670813,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/dm/e4_bs1000.log,8.4,116.27272727272727,80.0,224.0,966.6000000000001,44,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/dm/e4_bs1000_power.csv,32768000,3.687207,0.144931,3.832138,8,False,1474560.0,0.00147456,47.18592,True
MI300A,R8000,dm,6,1000,8000,64,64,64,3.698826,0.013824,0.080326,5.692386,0.0,9.48675,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/dm/e6_bs1000.log,9.2,113.8125,80.0,240.0,1036.1000000000001,48,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/dm/e6_bs1000_power.csv,32768000,3.698826,0.09415,3.792976,8,False,1474560.0,0.00147456,70.77888,True
MI300A,R8000,lsqml,1,1000,8000,64,64,64,3.678363,0.006727,0.094127,3.618837,0.0,7.398899,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/lsqml/e1_bs1000.log,7.2,99.36842105263158,80.0,195.0,715.0,38,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/lsqml/e1_bs1000_power.csv,32768000,3.678363,0.100854,3.779217,8,True,983040.0,0.00098304,7.86432,False
MI300A,R8000,lsqml,2,1000,8000,64,64,64,3.676796,0.00669,0.123638,3.968441,0.0,7.776307,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/lsqml/e2_bs1000.log,7.6,107.225,80.0,206.0,803.5999999999999,40,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/lsqml/e2_bs1000_power.csv,32768000,3.676796,0.130328,3.807124,8,False,983040.0,0.00098304,15.72864,True
MI300A,R8000,lsqml,4,1000,8000,64,64,64,3.70459,0.007066,0.091174,4.616587,0.0,8.420534,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/lsqml/e4_bs1000.log,8.2,113.16279069767442,80.0,230.0,916.6999999999998,43,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/lsqml/e4_bs1000_power.csv,32768000,3.70459,0.09824000000000001,3.80283,8,False,983040.0,0.00098304,31.45728,True
MI300A,R8000,lsqml,6,1000,8000,64,64,64,3.893704,0.006628,0.07957,5.147064,0.0,9.127812,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/lsqml/e6_bs1000.log,9.01,120.65957446808511,80.0,240.0,1079.0099999999998,47,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/lsqml/e6_bs1000_power.csv,32768000,3.893704,0.086198,3.979902,8,False,983040.0,0.00098304,47.18592,True
MI300A,R8000,pie,1,1000,8000,64,64,64,3.702718,0.006748,0.102097,34.355289,0.0,38.169785,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/pie/e1_bs1000.log,38.01,165.03645833333334,80.0,195.0,6287.0,192,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/pie/e1_bs1000_power.csv,32768000,3.702718,0.108845,3.811563,8,True,819200.0,0.0008192,6.5536,False
MI300A,R8000,pie,2,1000,8000,64,64,64,3.734275,0.006688,0.12237,60.94426,0.0,64.808541,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/pie/e2_bs1000.log,64.62,171.2,80.0,190.0,11079.620000000003,325,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/pie/e2_bs1000_power.csv,32768000,3.734275,0.129058,3.863333,8,False,819200.0,0.0008192,13.1072,True
MI300A,R8000,pie,4,1000,8000,64,64,64,3.932432,0.006814,0.136166,119.046271,0.0,123.122752,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/pie/e4_bs1000.log,122.83,175.7012987012987,80.0,193.0,21599.515,616,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/pie/e4_bs1000_power.csv,32768000,3.932432,0.14298,4.075412,8,False,819200.0,0.0008192,26.2144,True
MI300A,R8000,pie,6,1000,8000,64,64,64,3.733081,0.006708,0.08376,176.357439,0.0,180.182296,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/pie/e6_bs1000.log,180.04,177.11308203991132,80.0,195.0,31905.01,902,/home/zhong.zheng/pty-chi/modeling_exp/MI300A/R8000/pie/e6_bs1000_power.csv,32768000,3.733081,0.090468,3.823549,8,False,819200.0,0.0008192,39.3216,True
MI300X,R1000,ad_ptycho,1,1000,1000,64,64,64,3.179775,0.004706,0.061276,3.19989,0.0,6.446363,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/ad_ptycho/e1_bs1000.log,6.2,134.96969696969697,125.0,198.0,840.1,33,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/ad_ptycho/e1_bs1000_power.csv,4096000,3.179775,0.065982,3.245757,1,True,1720320.0,0.00172032,1.72032,False
MI300X,R1000,ad_ptycho,2,1000,1000,64,64,64,3.176633,0.004631,0.060527,3.225723,0.0,6.467993,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/ad_ptycho/e2_bs1000.log,6.2,134.63636363636363,125.0,196.0,837.8,33,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/ad_ptycho/e2_bs1000_power.csv,4096000,3.176633,0.065158,3.2417909999999996,1,False,1720320.0,0.00172032,3.44064,True
MI300X,R1000,ad_ptycho,4,1000,1000,64,64,64,3.184358,0.004663,0.060559,3.29813,0.0,6.54819,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/ad_ptycho/e4_bs1000.log,6.4,136.44117647058823,125.0,205.0,868.3,34,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/ad_ptycho/e4_bs1000_power.csv,4096000,3.184358,0.065222,3.24958,1,False,1720320.0,0.00172032,6.88128,True
MI300X,R1000,ad_ptycho,6,1000,1000,64,64,64,3.403515,0.00475,0.062502,3.360302,0.0,6.831626,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/ad_ptycho/e6_bs1000.log,6.6,135.97142857142856,125.0,197.0,895.6999999999999,35,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/ad_ptycho/e6_bs1000_power.csv,4096000,3.403515,0.067252,3.470767,1,False,1720320.0,0.00172032,10.32192,True
MI300X,R1000,bh,1,1000,1000,64,64,64,3.174279,0.004665,0.063033,6.085961,0.0,9.328427,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/bh/e1_bs1000.log,9.2,134.375,124.0,195.0,1236.8999999999996,48,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/bh/e1_bs1000_power.csv,4096000,3.174279,0.06769800000000001,3.241977,1,True,1146880.0,0.00114688,1.14688,False
MI300X,R1000,bh,2,1000,1000,64,64,64,3.185365,0.004662,0.061543,6.118906,0.0,9.371219,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/bh/e2_bs1000.log,9.2,134.1875,125.0,196.0,1235.1,48,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/bh/e2_bs1000_power.csv,4096000,3.185365,0.066205,3.25157,1,False,1146880.0,0.00114688,2.29376,True
MI300X,R1000,bh,4,1000,1000,64,64,64,3.175443,0.00473,0.061683,6.193878,0.0,9.436198,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/bh/e4_bs1000.log,9.2,133.66666666666666,125.0,197.0,1229.8999999999996,48,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/bh/e4_bs1000_power.csv,4096000,3.175443,0.066413,3.241856,1,False,1146880.0,0.00114688,4.58752,True
MI300X,R1000,bh,6,1000,1000,64,64,64,3.255457,0.004732,0.062356,6.244406,0.0,9.567469,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/bh/e6_bs1000.log,9.4,134.10204081632654,125.0,225.0,1253.6000000000001,49,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/bh/e6_bs1000_power.csv,4096000,3.255457,0.06708800000000001,3.322545,1,False,1146880.0,0.00114688,6.88128,True
MI300X,R1000,dm,1,1000,1000,64,64,64,3.221242,0.005314,0.061667,3.172683,0.0,6.461387,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/dm/e1_bs1000.log,6.2,135.75757575757575,126.0,199.0,844.4,33,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/dm/e1_bs1000_power.csv,4096000,3.221242,0.066981,3.288223,1,True,1474560.0,0.00147456,1.47456,False
MI300X,R1000,dm,2,1000,1000,64,64,64,3.225782,0.0053,0.061375,3.220023,0.0,6.513419,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/dm/e2_bs1000.log,6.4,136.88235294117646,125.0,198.0,874.3000000000001,34,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/dm/e2_bs1000_power.csv,4096000,3.225782,0.066675,3.292457,1,False,1474560.0,0.00147456,2.94912,True
MI300X,R1000,dm,4,1000,1000,64,64,64,3.210589,0.005219,0.062293,3.294386,0.0,6.573038,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/dm/e4_bs1000.log,6.4,136.0,125.0,197.0,868.8000000000001,34,/home/zhong.zheng/pty-chi/modeling_exp/MI300X/R1000/dm/e4_bs1000_power.csv,4096000,3.210589,0.067512,3.278101,1,False,1474560.0,0.00147456,5.89824,True
